GeneID,083T,128T,135T,147T,157T,168T
Tagap,7,7,7,6,7,0
Tagap1,12,0,9,0,7,8
Tagln,9,8,7,7,0,0
Tagln2,20,6,0,16,0,6
Tagln3,6,0,8,9,0,0
Tal1,0,6,7,8,0,8
Tal2,6,0,0,0,6,0
Taldo1,10,9,12,8,8,7
Tamm41,12,0,8,6,5,8
Tanc1,31,17,7,7,6,7
Tanc2,16,11,15,15,11,6
Tango2,14,15,8,0,0,9
Tango6,14,13,8,7,9,7
Tank,60,28,30,40,60,38
Taok1,8,17,11,8,9,7
Taok2,1792,800,416,1248,800,512
Taok3,16,16,14,10,15,14
Tap1,9,14,7,8,10,14
Tap2,6,10,6,6,0,9
Tapbp,20,16,14,10,13,10
Tapbpl,15,10,8,6,19,8
Tapt1,9,11,14,10,8,6
Tarbp1,28,13,6,22,20,7
Tarbp2,10,0,7,7,0,6
Tardbp,336,456,576,456,408,384
Tarm1,6,13,0,0,0,0
Tars,18,8,19,10,12,8
Tars2,1824,1248,960,1088,992,896
Tarsl2,12,11,9,10,6,6
Tas1r1,0,9,6,6,9,7
Tas1r2,9,6,0,5,6,7
Tas1r3,7,5,17,7,7,8
Tas2r102,7,0,6,8,0,6
Tas2r103,6,0,7,0,0,0
Tas2r104,12,0,0,9,0,0
Tas2r105,7,0,0,5,0,0
Tas2r106,0,6,0,0,6,0
Tas2r107,0,6,12,0,6,5
Tas2r108,9,26,9,7,0,6
Tas2r109,0,0,6,7,0,5
Tas2r110,0,5,5,6,6,10
Tas2r113,7,0,6,8,0,0
Tas2r114,12,0,0,9,0,0
Tas2r115,0,6,0,0,0,0
Tas2r116,6,7,0,0,7,7
Tas2r117,6,0,0,0,0,0
Tas2r118,8,0,0,7,0,5
Tas2r119,6,0,7,7,9,0
Tas2r120,10,7,0,6,0,0
Tas2r121,10,0,6,0,0,0
Tas2r122,0,10,0,0,0,0
Tas2r123,9,6,6,0,6,9
Tas2r124,6,0,0,0,0,0
Tas2r125,6,7,9,0,0,8
Tas2r126,11,8,0,5,5,0
Tas2r129,6,0,6,0,0,5
Tas2r130,8,0,0,0,0,0
Tas2r131,5,9,7,6,9,0
Tas2r134,0,0,7,8,6,10
Tas2r135,13,11,6,6,8,10
Tas2r136,7,7,7,0,5,5
Tas2r137,11,23,13,7,0,5
Tas2r138,8,10,0,0,0,7
Tas2r139,0,8,0,0,7,7
Tas2r140,9,0,0,0,0,0
Tas2r143,11,11,7,9,7,8
Tas2r144,7,0,8,0,9,0
Tasor,82,90,104,80,68,84
Tasor2,36,21,18,21,15,8
Tasp1,96,88,56,56,64,76
Tat,8,7,7,6,8,7
Tatdn1,1888,2016,1440,0,1824,2088
Tatdn2,0,0,0,0,8,9
Tatdn3,9,9,0,10,0,0
Tax1bp1,8,8,9,7,7,8
Tax1bp3,6,7,10,6,6,0
Taz,64,72,0,28,32,40
Tbata,24,46,24,0,38,28
Tbc1d1,114,38,32,24,32,44
Tbc1d10a,7,0,10,6,9,7
Tbc1d10b,18,18,10,11,9,14
Tbc1d10c,12,11,11,6,8,11
Tbc1d12,9,5,0,10,6,6
Tbc1d13,10,6,18,8,6,6
Tbc1d14,18,24,22,27,14,10
Tbc1d15,12,7,6,0,6,10
Tbc1d16,0,9,10,6,9,9
Tbc1d17,15,8,7,7,11,10
Tbc1d19,12,6,12,15,8,12
Tbc1d2,12,0,9,11,11,6
Tbc1d20,9,6,0,5,8,0
Tbc1d21,7,6,0,6,13,6
Tbc1d22a,0,16,14,13,20,12
Tbc1d22b,8,7,9,10,12,6
Tbc1d23,224,144,144,168,152,192
Tbc1d24,72,72,198,90,96,144
Tbc1d25,0,7,6,6,8,0
Tbc1d2b,12,7,8,0,6,0
Tbc1d30,336,248,208,376,304,312
Tbc1d31,32,32,28,22,38,20
Tbc1d32,10,10,6,9,6,21
Tbc1d4,17,11,5,10,9,6
Tbc1d5,12,12,9,12,8,6
Tbc1d7,30,24,0,20,34,0
Tbc1d8,72,42,52,48,52,28
Tbc1d8b,14,9,7,9,6,0
Tbc1d9,42,44,24,40,40,40
Tbc1d9b,25,0,32,0,30,14
Tbca,0,0,0,0,5,0
Tbcb,10,8,7,9,10,14
Tbcc,7,0,0,0,6,0
Tbccd1,8,13,6,9,6,6
Tbcd,38,55,10,24,19,18
Tbce,6,15,14,14,7,6
Tbcel,22,18,16,0,19,24
Tbck,15,18,13,13,18,15
Tbk1,13,24,24,10,11,20
Tbkbp1,8,8,6,7,7,0
Tbl1x,12,8,6,0,12,7
Tbl1xr1,42,17,9,14,14,21
Tbl2,10,8,0,10,7,0
Tbl3,15,33,16,14,8,13
Tbp,8,11,6,0,8,0
Tbpl1,5,6,12,7,9,7
Tbpl2,0,0,7,0,9,0
Tbr1,16,10,8,9,9,13
Tbrg1,16,9,10,6,9,8
Tbrg4,7,7,15,8,7,6
Tbx1,0,12,12,35,22,18
Tbx10,14,33,10,20,13,0
Tbx15,7,7,8,8,10,8
Tbx18,12,12,8,12,12,14
Tbx19,7,7,7,6,7,0
Tbx2,0,7,0,0,7,6
Tbx20,108,96,60,0,120,102
Tbx21,9,6,0,6,6,5
Tbx22,24,0,22,36,28,48
Tbx3,6,6,6,6,7,8
Tbx4,32,40,36,26,46,0
Tbx5,9,9,8,0,6,0
Tbx6,7,17,10,13,8,8
Tbxa2r,11,10,6,0,0,6
Tbxas1,10,33,12,11,11,6
Tc2n,6,0,7,0,6,8
Tcaf1,11,12,0,6,0,8
Tcaf2,6,7,6,8,0,6
Tcaf3,13,9,7,6,6,8
Tcaim,16,17,10,10,11,11
Tcam1,6,5,6,9,0,0
Tcap,0,6,10,7,8,7
Tcea1,112,160,152,120,0,152
Tcea2,7,0,0,6,0,7
Tcea3,0,9,12,11,14,11
Tceal3,0,6,6,0,0,0
Tceal5,7,8,6,6,6,0
Tceal6,9,17,6,6,0,6
Tceal7,0,0,0,6,7,0
Tceal8,7,5,6,6,5,0
Tceal9,0,0,0,0,7,0
Tceanc,0,6,0,0,0,0
Tceanc2,6,0,6,6,8,6
Tcerg1,17,12,7,14,7,6
Tcerg1l,0,9,8,8,7,6
Tcf12,1056,336,888,768,408,480
Tcf15,0,0,6,0,0,7
Tcf19,6,18,7,10,11,0
Tcf20,15,18,9,8,13,7
Tcf21,14,14,6,6,6,6
Tcf23,9,0,0,0,0,6
Tcf24,9,7,0,0,6,0
Tcf25,36,34,0,96,62,36
Tcf3,8,9,8,8,7,10
Tcf4,12,18,11,9,10,0
Tcf7,6,6,7,0,7,0
Tcf7l1,21,6,6,20,29,14
Tcf7l2,1872,1080,1280,480,840,360
Tcfl5,7,0,0,6,6,0
Tchh,7,7,7,8,7,13
Tchhl1,20,8,14,14,6,0
Tchp,7,7,5,0,8,7
Tcirg1,184,168,160,200,160,216
Tcl1,0,0,0,6,0,9
Tcl1b1,13,7,14,6,8,0
Tcl1b2,10,10,18,0,21,8
Tcl1b3,6,6,9,6,18,6
Tcl1b4,18,10,19,7,15,12
Tcl1b5,12,16,6,7,6,9
Tcn2,6,6,6,6,7,0
Tcof1,10,20,11,12,20,9
Tcp1,34,23,22,31,33,16
Tcp10a,7,7,5,7,0,9
Tcp10b,13,11,0,0,6,9
Tcp10c,21,12,13,9,19,9
Tcp11,9,8,10,9,8,0
Tcp11l1,12,10,9,7,21,6
Tcp11l2,8,0,0,6,10,0
Tcp11x2,7,6,9,7,5,6
Tcta,22,15,29,10,16,23
Tcte1,8,10,15,11,9,14
Tcte2,0,6,0,0,7,0
Tcte3,12,6,5,0,0,6
Tctex1d2,608,336,176,320,0,336
Tctex1d4,29,12,36,15,12,11
Tctn1,15,8,8,6,7,9
Tctn2,13,12,13,6,9,10
Tctn3,15,0,6,8,0,6
Tdg,5,7,6,11,5,0
Tdgf1,7,6,6,0,0,0
Tdh,13,20,0,0,0,9
Tdo2,6,6,7,0,0,11
Tdp1,6,10,8,10,6,6
Tdp2,13,9,8,16,7,7
Tdpoz1,35,23,6,21,8,30
Tdpoz2,19,16,7,6,9,10
Tdpoz3,13,13,13,0,8,0
Tdpoz4,22,16,8,11,11,11
Tdpoz5,0,0,0,0,7,0
Tdpoz7,0,0,0,0,7,0
Tdpoz8,26,16,7,13,8,23
Tdrd1,41,14,12,26,20,12
Tdrd12,384,464,384,256,336,304
Tdrd3,15,6,8,7,7,0
Tdrd5,16,26,0,11,18,0
Tdrd6,88,160,60,88,88,96
Tdrd7,10,5,6,12,0,7
Tdrd9,19,19,25,21,13,13
Tdrkh,84,56,52,32,0,24
Tdrp,0,6,7,0,0,0
Tead1,37,21,6,15,16,11
Tead2,13,12,14,9,11,10
Tead3,10,10,13,22,6,9
Tead4,6,14,7,7,6,8
Tec,120,72,128,88,104,100
Tecpr1,100,68,104,136,56,0
Tecpr2,7,12,10,0,8,0
Tecr,10,11,10,0,14,9
Tecrl,15,18,6,9,23,6
Tecta,31,9,7,14,11,11
Tectb,16,15,6,7,13,12
Tedc1,24,16,0,6,10,6
Tedc2,13,6,9,9,0,6
Teddm1a,9,5,7,6,6,0
Teddm1b,15,24,6,7,7,9
Teddm2,7,0,0,0,0,0
Teddm3,10,0,0,5,9,0
Tef,0,7,0,6,6,0
Tefm,15,9,0,11,7,0
Tek,12,10,10,10,21,5
Tekt1,6,7,6,6,6,6
Tekt2,16,11,6,7,10,9
Tekt3,11,9,8,8,9,0
Tekt4,6,6,5,12,0,6
Tekt5,8,10,0,0,10,9
Telo2,19,9,12,6,10,8
Ten1,19,8,9,11,11,0
Tenm1,18,13,13,18,14,13
Tenm2,31,16,12,8,9,12
Tenm3,23,20,10,10,9,17
Tenm4,93,62,26,18,36,26
Tent2,9,14,7,10,8,7
Tent4a,6,11,9,10,13,6
Tent4b,6,6,9,0,7,17
Tent5a,7,0,7,0,6,6
Tent5b,0,9,9,7,5,0
Tent5c,12,0,0,6,0,0
Tent5d,20,14,14,14,14,16
Tep1,30,37,9,23,31,11
Tepp,10,10,8,8,8,0
Tepsin,6,7,13,9,8,7
Terb1,15,7,6,11,11,6
Terb2,15,14,12,13,14,10
Terf1,14,10,8,6,7,6
Terf2,208,232,128,104,144,176
Terf2ip,15,8,8,8,8,12
Tert,40,36,50,36,28,36
Tes,6,9,0,9,6,0
Tesc,8,12,8,11,0,6
Tescl,0,0,6,6,0,0
Tesk1,17,7,7,14,6,9
Tesk2,7,16,14,10,10,7
Tesmin,20,0,0,0,16,12
Tespa1,17,8,7,11,10,11
Tet1,16,29,15,19,7,16
Tet2,28,19,7,9,9,12
Tet3,0,19,8,7,8,6
Tex10,39,16,20,16,14,30
Tex101,0,0,0,6,0,0
Tex11,200,448,0,136,256,128
Tex12,5,0,7,0,6,0
Tex13a,0,0,0,0,7,7
Tex13b,0,5,0,6,0,0
Tex13c1,16,8,0,7,0,0
Tex13c3,0,6,0,0,0,0
Tex14,784,224,336,264,272,328
Tex15,18,10,8,9,7,10
Tex16,10,11,9,7,10,5
Tex19.1,8,8,0,7,7,6
Tex19.2,0,7,0,0,0,0
Tex2,10,11,8,8,7,14
Tex21,8,0,6,8,0,17
Tex22,6,0,6,0,7,6
Tex24,6,6,0,0,8,6
Tex26,9,8,6,6,10,6
Tex261,8,7,0,5,7,7
Tex264,8,0,0,5,7,6
Tex28,15,10,7,9,11,12
Tex29,11,7,10,0,6,0
Tex30,7,0,7,6,0,0
Tex33,28,54,36,30,24,0
Tex35,6,0,9,6,0,6
Tex36,0,0,7,0,0,0
Tex37,5,0,0,0,0,0
Tex38,9,8,9,6,6,0
Tex43,0,8,0,9,0,8
Tex44,0,5,9,6,7,0
Tex45,0,0,10,5,8,6
Tex46,0,6,0,0,6,6
Tex47,7,0,0,0,0,0
Tex48,0,8,5,6,0,0
Tex50,7,6,6,14,6,6
Tex52,13,7,19,0,13,0
Tex55,12,7,6,6,0,0
Tex9,7,10,6,8,8,0
Tfam,10,16,0,7,8,9
Tfap2a,7,0,0,9,7,0
Tfap2b,12,11,8,7,7,11
Tfap2c,6,6,8,7,0,6
Tfap2d,16,13,11,7,13,17
Tfap2e,6,0,8,0,8,0
Tfap4,8,0,0,0,6,0
Tfb1m,11,10,8,19,9,10
Tfb2m,24,28,38,36,0,36
Tfcp2,9,9,7,12,9,8
Tfcp2l1,10,5,8,9,7,6
Tfdp1,9,7,8,7,12,6
Tfdp2,18,15,0,0,16,12
Tfe3,58,80,24,32,28,24
Tfeb,44,24,28,32,42,24
Tfec,9,6,0,5,0,0
Tff2,7,0,0,6,0,0
Tff3,0,0,0,6,0,0
Tfg,13,10,8,8,7,11
Tfip11,13,12,10,11,10,7
Tfpi,9,7,7,6,0,5
Tfpi2,6,19,6,0,0,0
Tfpt,14,15,0,9,11,6
Tfr2,21,12,22,14,34,24
Tfrc,8,9,5,9,13,13
Tg,30,24,12,16,12,11
Tgds,0,11,0,8,11,11
Tgfa,0,0,11,7,0,0
Tgfb1,23,7,6,14,6,0
Tgfb1i1,8,13,6,7,8,7
Tgfb2,0,0,5,6,0,0
Tgfb3,6,0,0,7,8,6
Tgfbi,0,7,10,6,11,7
Tgfbr1,16,0,12,14,14,12
Tgfbr2,8,6,7,8,12,12
Tgfbr3,10,5,8,7,22,8
Tgfbr3l,11,14,6,11,16,6
Tgfbrap1,38,12,19,0,14,14
Tgif1,0,0,6,6,0,0
Tgif2,9,8,8,8,7,7
Tgif2lx1,5,6,0,0,0,0
Tgif2lx2,5,6,0,0,0,0
Tgm1,17,14,24,18,12,14
Tgm2,7,9,5,7,14,9
Tgm3,7,8,12,11,6,6
Tgm4,8,7,7,7,9,5
Tgm5,56,50,52,40,0,0
Tgm6,25,20,12,12,24,12
Tgm7,6,0,8,0,8,0
Tgoln1,7,11,5,7,7,9
Tgoln2,7,11,5,6,7,9
Tgs1,17,7,19,7,10,7
Tgtp1,8,0,0,0,0,7
Tgtp2,8,5,7,7,0,0
Th,8,7,7,6,6,6
Tha1,8,0,7,10,7,7
Thada,21,14,10,8,17,11
Thap1,39,31,40,30,13,45
Thap11,6,7,0,7,7,0
Thap12,15,9,11,6,5,6
Thap2,7,8,0,8,9,0
Thap3,7,9,8,6,9,10
Thap4,0,6,0,0,0,8
Thap7,11,6,0,0,8,6
Thbd,8,0,7,0,8,6
Thbs1,5,8,12,7,10,7
Thbs2,7,7,0,10,11,7
Thbs3,40,23,19,16,26,14
Thbs4,13,9,8,6,11,10
Theg,19,8,6,16,7,6
Thegl,12,0,0,6,0,7
Them4,0,0,0,6,5,0
Them5,6,0,9,6,0,0
Them6,5,0,0,7,8,0
Themis,7,0,0,6,6,0
Themis2,8,11,7,0,0,0
Themis3,13,10,0,0,14,5
Thg1l,12,0,14,34,22,12
Thnsl1,0,96,96,160,144,104
Thnsl2,6,5,9,0,6,0
Thoc1,11,9,17,7,9,7
Thoc2,22,20,6,20,21,9
Thoc3,0,8,7,0,0,0
Thoc5,13,14,11,14,7,14
Thoc6,20,29,14,15,16,16
Thoc7,18,18,18,33,0,18
Thop1,9,7,9,12,7,6
Thpo,312,272,216,144,312,240
Thra,28,50,0,38,24,84
Thrap3,25,25,12,17,21,17
Thrb,14,0,16,0,12,18
Thrsp,0,6,0,0,0,0
Thsd1,0,0,0,6,6,6
Thsd4,232,192,160,168,208,112
Thsd7a,17,21,10,7,14,14
Thsd7b,22,14,8,12,9,18
Thtpa,9,10,6,9,13,8
Thumpd1,15,8,0,0,9,0
Thumpd2,19,15,24,6,9,9
Thumpd3,10,6,0,0,0,0
Thy1,6,6,0,0,6,8
Thyn1,5,8,6,6,6,0
Tia1,11,14,10,11,8,7
Tial1,16,6,8,0,8,0
Tiam1,688,256,464,208,256,336
Tiam2,216,444,280,240,228,324
Ticam1,7,0,5,6,7,0
Ticam2,6,7,0,6,0,6
Ticrr,15,21,13,20,20,9
Tie1,7,14,12,7,0,0
Tifa,20,5,0,8,0,0
Tigar,6,6,0,6,10,9
Tigd2,6,6,0,6,0,0
Tigd3,8,0,6,0,0,7
Tigd4,10,0,8,0,6,0
Tigd5,6,7,6,6,7,12
Tigit,0,0,0,7,0,0
Timd2,10,7,8,7,9,8
Timd4,9,11,9,9,16,0
Timeless,20,41,26,22,24,12
Timm10b,80,76,104,48,144,60
Timm13,20,23,7,9,23,12
Timm17a,6,7,0,6,0,8
Timm17b,21,17,14,7,12,9
Timm21,0,7,12,0,7,6
Timm22,0,0,9,0,0,0
Timm23,21,9,8,11,7,6
Timm29,21,8,0,9,7,0
Timm44,11,13,8,6,6,7
Timm50,13,10,7,8,7,0
Timm8a1,12,12,12,15,14,12
Timm8b,21,7,8,10,7,7
Timm9,33,25,12,13,28,10
Timmdc1,6,12,8,6,6,10
Timp1,8,0,6,7,9,0
Timp2,11,12,6,15,6,0
Timp3,9,12,6,9,0,6
Timp4,0,0,6,0,0,0
Tinag,9,11,7,7,8,6
Tinagl1,6,8,13,6,5,6
Tinf2,15,14,12,13,20,6
Tiparp,7,6,6,12,10,0
Tipin,0,12,0,7,9,11
Tiprl,6,7,10,6,0,6
Tirap,84,68,0,96,76,88
Tjap1,9,16,6,6,6,8
Tjp1,30,31,19,16,8,11
Tjp2,9,12,9,13,7,6
Tjp3,19,17,19,12,12,11
Tk1,28,30,0,12,18,10
Tk2,0,0,15,0,6,0
Tkfc,7,10,8,9,6,11
Tkt,0,0,6,9,10,6
Tktl1,18,9,0,10,6,7
Tktl2,0,0,0,0,7,6
Tlcd1,49,28,13,30,19,9
Tlcd2,6,0,0,9,0,0
Tldc2,11,0,0,6,15,8
Tle1,40,44,40,30,68,24
Tle2,15,0,9,0,6,12
Tle3,15,0,6,7,7,7
Tle4,18,7,12,8,8,9
Tle5,7,12,6,13,6,17
Tle6,11,7,7,0,6,7
Tlk1,54,22,31,24,34,12
Tlk2,10,15,11,20,0,7
Tll1,14,8,7,10,9,6
Tll2,14,11,14,10,9,11
Tln1,33,27,18,9,20,18
Tln2,33,20,28,25,19,14
Tlnrd1,0,0,8,9,6,7
Tlr1,10,0,0,0,12,7
Tlr11,12,19,13,7,12,10
Tlr12,9,0,6,7,9,0
Tlr13,8,7,0,10,10,5
Tlr2,5,0,0,5,0,8
Tlr3,10,7,5,8,6,0
Tlr4,6,0,0,5,0,0
Tlr5,8,14,13,8,9,11
Tlr6,5,6,0,0,0,0
Tlr7,18,7,6,6,0,0
Tlr8,16,16,22,16,16,0
Tlr9,13,11,8,12,7,7
Tlx1,6,0,0,7,0,0
Tlx2,9,9,0,0,8,0
Tlx3,7,0,0,5,0,0
Tm2d1,9,0,0,0,6,6
Tm2d2,10,9,0,6,0,0
Tm2d3,0,6,8,9,0,0
Tm4sf1,6,0,0,0,6,0
Tm4sf19,10,0,0,8,7,5
Tm4sf4,0,0,0,7,10,0
Tm4sf5,0,0,0,12,5,7
Tm6sf1,11,6,0,0,6,0
Tm6sf2,11,8,13,6,11,15
Tm7sf2,15,6,15,8,7,14
Tm7sf3,11,12,10,11,17,11
Tm9sf1,17,8,7,12,13,9
Tm9sf2,10,10,5,6,10,0
Tm9sf3,19,0,20,10,10,12
Tm9sf4,15,14,10,6,11,0
Tma16,28,24,64,36,32,28
Tma7,13,12,9,6,5,6
Tmbim1,17,8,12,7,10,14
Tmbim4,7,12,6,10,0,7
Tmbim6,9,7,7,6,6,7
Tmbim7,19,8,8,10,11,6
Tmc1,31,19,14,15,9,14
Tmc2,17,18,8,13,10,14
Tmc3,11,12,7,8,10,19
Tmc4,14,14,22,12,10,13
Tmc5,88,38,36,32,40,36
Tmc6,12,17,9,11,7,10
Tmc7,7,6,0,9,6,0
Tmc8,9,14,12,9,0,0
Tmcc1,248,104,104,76,120,92
Tmcc2,6,6,0,0,7,6
Tmcc3,6,10,0,6,0,0
Tmco1,13,7,0,0,0,6
Tmco3,6,24,7,8,12,7
Tmco4,14,16,0,13,22,0
Tmco5,11,7,6,6,7,0
Tmco5b,14,6,0,10,8,7
Tmco6,8,12,7,8,9,6
Tmed1,6,9,7,7,9,0
Tmed10,15,10,7,7,10,7
Tmed11,91,50,15,61,36,45
Tmed2,9,9,0,6,14,0
Tmed3,8,0,9,6,0,0
Tmed4,8,6,6,6,6,0
Tmed5,38,0,44,0,0,32
Tmed6,30,40,39,21,35,28
Tmed7,10,6,8,7,8,0
Tmed8,11,8,6,0,6,14
Tmed9,0,0,6,6,0,0
Tmeff1,9,18,8,8,9,8
Tmeff2,15,19,17,7,12,8
Tmem100,14,6,0,13,0,0
Tmem101,13,16,10,11,9,11
Tmem102,9,8,12,9,8,0
Tmem104,15,13,15,10,16,12
Tmem106a,9,13,6,6,12,0
Tmem106b,0,8,0,6,10,0
Tmem106c,7,7,0,6,6,0
Tmem107,0,0,6,0,0,0
Tmem108,0,6,8,12,8,0
Tmem109,0,0,6,10,0,0
Tmem11,6,0,6,0,0,0
Tmem114,0,7,0,6,0,0
Tmem115,18,8,6,13,7,0
Tmem116,116,72,88,72,104,148
Tmem117,11,6,7,13,0,5
Tmem119,0,0,0,0,0,6
Tmem120a,6,18,6,10,7,13
Tmem120b,16,11,10,10,9,11
Tmem121,0,5,0,6,6,0
Tmem121b,0,0,6,6,7,0
Tmem123,0,8,7,9,6,0
Tmem125,0,0,6,0,0,0
Tmem126b,6,0,0,10,0,0
Tmem127,12,0,6,0,6,9
Tmem128,7,9,7,6,10,0
Tmem129,32,12,33,28,12,14
Tmem130,7,5,0,16,6,0
Tmem131,20,19,11,14,7,12
Tmem131l,28,21,9,10,19,13
Tmem132a,11,11,7,14,0,7
Tmem132b,0,20,0,0,0,6
Tmem132c,10,6,0,6,8,0
Tmem132d,6,10,12,7,0,6
Tmem132e,12,6,11,9,8,8
Tmem134,14,6,12,6,9,8
Tmem135,184,102,0,114,96,84
Tmem136,7,7,0,0,7,0
Tmem138,0,7,6,6,5,0
Tmem139,0,0,0,0,6,9
Tmem140,10,7,15,6,6,9
Tmem141,10,10,0,12,8,10
Tmem143,6,6,7,17,8,7
Tmem144,12,0,11,5,12,8
Tmem145,28,16,14,9,14,8
Tmem147,22,10,7,23,10,12
Tmem14a,7,0,7,7,6,0
Tmem14c,7,6,0,8,15,8
Tmem150a,10,10,6,7,7,10
Tmem150b,120,128,104,216,144,96
Tmem150c,15,13,11,10,11,10
Tmem151a,9,12,10,0,9,6
Tmem151b,9,11,9,6,7,0
Tmem154,9,0,9,14,7,0
Tmem156,7,0,0,5,6,0
Tmem159,10,7,0,6,12,7
Tmem160,6,0,7,7,6,6
Tmem161a,7,14,0,7,6,5
Tmem161b,9,7,0,0,6,0
Tmem163,17,6,0,14,6,8
Tmem164,56,22,0,36,28,0
Tmem165,12,0,9,0,0,0
Tmem167,10,0,6,7,7,0
Tmem167b,0,6,15,6,10,0
Tmem168,7,12,11,10,10,8
Tmem169,0,7,6,6,0,6
Tmem17,9,7,0,0,0,10
Tmem170,7,0,7,0,7,6
Tmem170b,0,0,6,7,0,0
Tmem171,9,0,0,6,6,0
Tmem173,0,0,7,5,0,6
Tmem174,6,0,0,6,11,5
Tmem175,32,38,16,20,24,20
Tmem176a,5,0,0,0,6,8
Tmem176b,17,10,7,0,7,9
Tmem177,10,0,0,0,0,0
Tmem178,7,7,0,10,8,0
Tmem178b,24,24,0,26,64,44
Tmem179,0,7,9,7,0,8
Tmem179b,11,12,0,17,10,13
Tmem18,11,9,0,6,13,8
Tmem181a,9,9,7,9,6,7
Tmem182,14,10,8,8,7,13
Tmem183a,5,0,7,6,9,0
Tmem184a,23,16,0,14,18,18
Tmem184b,6,11,0,8,9,6
Tmem184c,7,0,10,8,6,6
Tmem185a,8,6,0,11,0,0
Tmem185b,6,0,0,0,12,9
Tmem186,14,0,12,0,12,0
Tmem189,7,6,8,9,6,6
Tmem19,6,6,6,9,6,10
Tmem190,10,9,11,0,10,6
Tmem191c,8,10,7,10,0,10
Tmem192,6,8,8,12,9,0
Tmem196,12,0,0,0,0,5
Tmem198,15,11,11,9,9,0
Tmem198b,9,11,8,6,6,12
Tmem199,6,7,10,11,6,7
Tmem200a,14,14,14,16,19,0
Tmem200b,6,0,5,0,6,7
Tmem201,12,0,12,15,12,12
Tmem202,10,0,7,13,6,0
Tmem203,10,0,0,0,0,0
Tmem204,0,0,0,6,0,6
Tmem205,25,14,0,14,14,20
Tmem207,14,0,0,7,0,6
Tmem208,19,11,9,12,0,0
Tmem209,256,264,208,144,160,288
Tmem210,38,7,11,9,7,0
Tmem211,0,6,0,0,10,0
Tmem212,0,6,0,7,0,0
Tmem213,5,8,0,6,0,8
Tmem214,10,6,8,6,8,9
Tmem215,7,0,8,0,7,0
Tmem216,42,52,32,0,24,24
Tmem217,0,0,5,0,0,0
Tmem218,11,7,5,0,6,0
Tmem219,15,0,0,0,6,0
Tmem220,17,20,22,22,22,14
Tmem221,7,0,0,6,0,9
Tmem222,0,0,0,0,7,8
Tmem223,11,12,0,12,11,13
Tmem225,0,0,0,0,0,6
Tmem229a,6,8,0,7,0,0
Tmem229b,0,6,12,6,0,0
Tmem230,14,13,10,19,8,9
Tmem231,20,22,16,18,18,16
Tmem232,9,0,7,14,8,16
Tmem233,6,0,0,0,0,6
Tmem234,12,9,7,11,9,6
Tmem235,13,8,7,8,7,6
Tmem237,7,13,7,7,6,11
Tmem238,17,11,5,8,9,6
Tmem239,13,6,6,7,0,7
Tmem240,14,6,7,11,6,0
Tmem241,48,74,36,0,44,64
Tmem242,8,0,8,9,9,8
Tmem243,15,6,8,14,13,6
Tmem245,19,12,6,0,11,6
Tmem246,0,6,0,0,0,0
Tmem247,10,0,9,5,7,9
Tmem248,9,13,7,21,10,7
Tmem25,66,105,42,82,0,54
Tmem251,6,0,7,0,0,0
Tmem252,0,0,14,0,7,0
Tmem253,6,6,6,0,8,0
Tmem255a,42,30,24,56,28,32
Tmem255b,0,15,16,12,12,0
Tmem256,5,9,0,0,7,6
Tmem258,66,24,0,36,28,40
Tmem259,11,7,15,6,9,8
Tmem26,13,7,0,8,7,10
Tmem260,60,0,56,112,80,48
Tmem262,0,13,0,7,0,6
Tmem263,17,8,24,14,5,6
Tmem265,11,19,6,14,24,0
Tmem266,15,0,13,0,6,6
Tmem267,8,8,9,10,9,10
Tmem268,0,0,8,0,0,0
Tmem269,7,5,6,0,6,0
Tmem270,8,0,6,6,0,8
Tmem273,0,0,0,7,0,0
Tmem274,12,0,0,0,0,8
Tmem28,0,0,8,7,8,0
Tmem29,0,0,6,0,6,0
Tmem30a,0,0,6,6,0,0
Tmem30b,0,0,0,0,6,8
Tmem30c,8,5,10,7,6,6
Tmem33,7,10,10,11,10,6
Tmem35b,0,0,0,0,8,15
Tmem37,0,0,0,6,0,6
Tmem38a,42,24,36,36,28,56
Tmem38b,10,0,8,7,0,0
Tmem39a,8,8,9,0,8,0
Tmem39b,28,34,36,32,36,42
Tmem40,10,10,6,8,11,11
Tmem41a,0,0,0,8,0,6
Tmem41b,0,0,6,7,6,7
Tmem42,0,7,6,0,6,6
Tmem43,11,5,10,6,8,10
Tmem44,28,12,14,12,12,17
Tmem45a,5,6,0,0,0,0
Tmem45a2,9,7,7,8,7,7
Tmem45b,0,0,6,0,0,6
Tmem47,8,0,0,0,0,0
Tmem50a,20,6,7,11,7,11
Tmem50b,11,6,0,7,10,10
Tmem51,7,10,6,0,0,6
Tmem52,6,10,7,8,6,15
Tmem53,6,10,6,10,8,8
Tmem54,26,12,0,12,12,12
Tmem56,9,8,13,0,0,0
Tmem59,7,6,8,7,10,0
Tmem59l,0,7,6,6,6,6
Tmem62,12,7,6,10,7,12
Tmem63a,15,14,10,11,12,6
Tmem63b,11,10,22,15,8,10
Tmem63c,15,5,7,6,7,7
Tmem64,5,0,0,8,0,0
Tmem65,11,12,9,7,7,12
Tmem67,19,18,12,10,13,10
Tmem68,10,5,7,6,9,0
Tmem69,8,0,0,0,0,0
Tmem70,5,0,0,7,0,0
Tmem71,7,8,8,6,0,6
